/scratch/sdlab/john/nucmer_regen/assembly.fasta	/scratch/sdlab/john/nucmer_regen/reference.fasta
NUCMER
IDY]	[S1]	[E1]	[COV	[S2]	[E2]	[LEN	1]
scaffold1_size20154211_pilon	7109795	7113513	chromosome_3	6820178	6823896	3719	3719
scaffold1_size20154211_pilon	7116981	7120181	chromosome_3	7096061	7099261	3201	3201
scaffold1_size20154211_pilon	11368428	11368541	chromosome_3	8532262	8532149	114	114
scaffold1_size20154211_pilon	14985276	14986009	chromosome_3	2163097	2162359	734	739
scaffold1_size20154211_pilon	16274103	16274186	chromosome_3	8498488	8498571	84	84
scaffold1_size20154211_pilon	18569080	18570360	chromosome_3	8927993	8926714	1281	1280
scaffold6_size7605625_pilon	3821141	3821237	chromosome_3	8628304	8628208	97	97
scaffold6_size7605625_pilon	5451582	5452309	chromosome_3	8643861	8643133	728	729
scaffold6_size7605625_pilon	6003165	6004562	chromosome_3	6856880	6858277	1398	1398
scaffold6_size7605625_pilon	7322970	7329455	chromosome_3	2208942	2202463	6486	6480
scaffold6_size7605625_pilon	7522103	7540030	chromosome_3	6899822	6881893	17928	17930
scaffold21_size1110260_pilon	204237	204339	chromosome_3	8782486	8782588	103	103
scaffold7_size5221019_pilon	651180	652097	chromosome_3	1069135	1068218	918	918
scaffold7_size5221019_pilon	4901472	4902219	chromosome_3	3224369	3223622	748	748
scaffold8_size5106655_pilon	4555274	4555936	chromosome_3	6823896	6824558	663	663
scaffold20_size1052405_pilon	106693	106785	chromosome_3	7554190	7554098	93	93
scaffold9_size10157462_pilon	939585	939718	chromosome_3	7497932	7497799	134	134
scaffold9_size10157462_pilon	5992633	5992930	chromosome_3	7149477	7149180	298	298
scaffold3_size8431429_pilon	2654383	2654621	chromosome_3	8401826	8401588	239	239
scaffold47_size61635_pilon	39887	40714	chromosome_3	9124465	9123638	828	828
scaffold4_size6206177_pilon	2493652	2494359	chromosome_3	7119238	7119946	708	709
scaffold4_size6206177_pilon	5964239	5969925	chromosome_3	4443658	4449344	5687	5687
scaffold4_size6206177_pilon	6200215	6202488	chromosome_3	2333	1	2274	2333
scaffold28_size567115_pilon	248442	248558	chromosome_3	8628429	8628312	117	118
scaffold28_size567115_pilon	563057	564354	chromosome_3	3928343	3929639	1298	1297
scaffold11_size3602915_pilon	1567041	1567260	chromosome_3	6981593	6981812	220	220
scaffold33_size214610_pilon	163842	168326	chromosome_3	6904312	6908849	4485	4538
scaffold33_size214610_pilon	168319	169806	chromosome_3	6911813	6913300	1488	1488
scaffold32_size125501_pilon	110975	111314	chromosome_3	7102293	7101954	340	340
scaffold4_size6206177_pilon	2507549	2508797	chromosome_4	820074	821275	1249	1202
scaffold4_size6206177_pilon	2539080	2540968	chromosome_4	1045256	1047144	1889	1889
scaffold4_size6206177_pilon	2586164	2597290	chromosome_4	1022854	1033981	11127	11128
scaffold18_size1145888_pilon	45408	111250	chromosome_4	1875463	1941341	65843	65879
scaffold18_size1145888_pilon	111199	136489	chromosome_4	1941442	1966743	25291	25302
scaffold18_size1145888_pilon	136507	142225	chromosome_4	1966849	1972568	5719	5720
scaffold18_size1145888_pilon	143899	349778	chromosome_4	1974127	2180076	205880	205950
scaffold18_size1145888_pilon	349893	375011	chromosome_4	2180191	2205313	25119	25123
scaffold18_size1145888_pilon	375008	468083	chromosome_4	2205262	2298366	93076	93105
scaffold18_size1145888_pilon	468669	479518	chromosome_4	2298283	2309129	10850	10847
scaffold18_size1145888_pilon	506370	586909	chromosome_4	2331048	2411593	80540	80546
scaffold18_size1145888_pilon	586986	675429	chromosome_4	2411571	2500044	88444	88474
scaffold18_size1145888_pilon	675458	826006	chromosome_4	2500149	2650706	150549	150558
scaffold18_size1145888_pilon	842770	1088976	chromosome_4	2667080	2913389	246207	246310
scaffold18_size1145888_pilon	1090177	1105429	chromosome_4	2921289	2936547	15253	15259
scaffold18_size1145888_pilon	1105621	1110964	chromosome_4	2937030	2942349	5344	5320
scaffold18_size1145888_pilon	1110986	1146029	chromosome_4	2942801	2977852	35044	35052
scaffold1_size20154211_pilon	6322087	6322160	chromosome_4	1870220	1870293	74	74
scaffold1_size20154211_pilon	12281312	12294620	chromosome_4	2987673	3000996	13309	13324
scaffold1_size20154211_pilon	19825633	19829846	chromosome_4	1038852	1034639	4214	4214
scaffold9_size10157462_pilon	8	410	chromosome_4	4091191	4090789	403	403
scaffold9_size10157462_pilon	681021	681726	chromosome_4	706537	705808	706	730
scaffold15_size3084122_pilon	1	23195	chromosome_4	704237	681039	23195	23199
scaffold15_size3084122_pilon	38710	43096	chromosome_4	665193	660804	4387	4390
scaffold15_size3084122_pilon	44599	83223	chromosome_4	658491	619867	38625	38625
scaffold15_size3084122_pilon	88929	99804	chromosome_4	610864	599986	10876	10879
scaffold15_size3084122_pilon	99951	108010	chromosome_4	600009	591950	8060	8060
scaffold15_size3084122_pilon	108018	110985	chromosome_4	591849	588882	2968	2968
scaffold15_size3084122_pilon	124369	139672	chromosome_4	586391	571087	15304	15305
scaffold15_size3084122_pilon	146721	149464	chromosome_4	535760	533014	2744	2747
scaffold15_size3084122_pilon	149655	233450	chromosome_4	533035	449213	83796	83823
scaffold15_size3084122_pilon	233408	263433	chromosome_4	448750	418718	30026	30033
scaffold15_size3084122_pilon	263487	371935	chromosome_4	418617	310150	108449	108468
scaffold15_size3084122_pilon	377595	389894	chromosome_4	310152	297844	12300	12309
scaffold15_size3084122_pilon	417799	445789	chromosome_4	287843	259852	27991	27992
scaffold15_size3084122_pilon	448494	542440	chromosome_4	254696	160755	93947	93942
scaffold15_size3084122_pilon	544402	560542	chromosome_4	160307	144159	16141	16149
scaffold15_size3084122_pilon	560574	670620	chromosome_4	144267	34210	110047	110058
scaffold15_size3084122_pilon	670590	701630	chromosome_4	33449	2415	31041	31035
scaffold8_size5106655_pilon	4662092	4663223	chromosome_4	2914751	2913615	1132	1137
scaffold8_size5106655_pilon	4670037	4670282	chromosome_4	815305	815518	246	214
scaffold25_size733346_pilon	164095	164202	chromosome_4	1867616	1867509	108	108
scaffold21_size1110260_pilon	1	37314	chromosome_4	1837362	1800044	37314	37319
scaffold21_size1110260_pilon	37500	40191	chromosome_4	1800067	1797376	2692	2692
scaffold21_size1110260_pilon	40190	102982	chromosome_4	1797261	1734445	62793	62817
scaffold21_size1110260_pilon	103405	156430	chromosome_4	1734463	1681436	53026	53028
scaffold21_size1110260_pilon	189029	199660	chromosome_4	1617147	1606490	10632	10658
scaffold21_size1110260_pilon	205892	210371	chromosome_4	1600904	1596423	4480	4482
scaffold21_size1110260_pilon	211560	214179	chromosome_4	1595801	1593181	2620	2621
scaffold21_size1110260_pilon	214394	263054	chromosome_4	1592600	1543950	48661	48651
scaffold21_size1110260_pilon	263264	265282	chromosome_4	1543820	1541800	2019	2021
scaffold21_size1110260_pilon	265422	379640	chromosome_4	1540938	1426711	114219	114228
scaffold21_size1110260_pilon	402291	413121	chromosome_4	1403464	1392624	10831	10841
scaffold21_size1110260_pilon	413696	416617	chromosome_4	1392523	1389603	2922	2921
scaffold21_size1110260_pilon	417057	418559	chromosome_4	1388114	1386612	1503	1503
scaffold21_size1110260_pilon	420333	444644	chromosome_4	1384458	1360137	24312	24322
scaffold21_size1110260_pilon	445623	450063	chromosome_4	1360036	1355585	4441	4452
scaffold21_size1110260_pilon	450220	548663	chromosome_4	1355217	1256728	98444	98490
scaffold21_size1110260_pilon	553753	559409	chromosome_4	1256731	1251075	5657	5657
scaffold21_size1110260_pilon	560738	582089	chromosome_4	1251091	1229715	21352	21377
scaffold21_size1110260_pilon	583958	717993	chromosome_4	1229602	1095562	134036	134041
scaffold21_size1110260_pilon	717988	722266	chromosome_4	1095343	1091078	4279	4266
scaffold21_size1110260_pilon	722225	753616	chromosome_4	1080201	1048786	31392	31416
scaffold21_size1110260_pilon	765190	768955	chromosome_4	990813	987048	3766	3766
scaffold21_size1110260_pilon	806034	846758	chromosome_4	950392	909659	40725	40734
scaffold21_size1110260_pilon	875565	876022	chromosome_4	909078	909535	458	458
scaffold21_size1110260_pilon	876748	887414	chromosome_4	907054	896379	10667	10676
scaffold21_size1110260_pilon	887561	927043	chromosome_4	896379	856893	39483	39487
scaffold21_size1110260_pilon	928358	963872	chromosome_4	856916	821382	35515	35535
scaffold21_size1110260_pilon	974150	974973	chromosome_4	739680	738855	824	826
scaffold21_size1110260_pilon	993479	997047	chromosome_4	717117	713495	3569	3623
scaffold21_size1110260_pilon	1012508	1018218	chromosome_4	724613	718802	5711	5812
scaffold21_size1110260_pilon	1043771	1053012	chromosome_4	796922	787681	9242	9242
scaffold21_size1110260_pilon	1056596	1069792	chromosome_4	760133	746937	13197	13197
scaffold47_size61635_pilon	24155	31400	chromosome_4	287838	295083	7246	7246
scaffold20_size1052405_pilon	392541	392865	chromosome_4	812348	812670	325	323
scaffold20_size1052405_pilon	466863	467258	chromosome_4	733801	734196	396	396
scaffold6_size7605625_pilon	1434511	1435011	chromosome_4	1047494	1047992	501	499
scaffold6_size7605625_pilon	6189742	6203343	chromosome_4	1630747	1617146	13602	13602
scaffold19_size1085604_pilon	1	38693	chromosome_4	3018851	3057547	38693	38697
scaffold19_size1085604_pilon	61408	128540	chromosome_4	3074601	3141726	67133	67126
scaffold19_size1085604_pilon	128619	175145	chromosome_4	3141828	3188385	46527	46558
scaffold19_size1085604_pilon	182807	204485	chromosome_4	3196126	3217806	21679	21681
scaffold19_size1085604_pilon	204463	308598	chromosome_4	3217744	3321879	104136	104136
scaffold19_size1085604_pilon	376866	408723	chromosome_4	3390068	3421940	31858	31873
scaffold19_size1085604_pilon	417169	445632	chromosome_4	3430139	3458609	28464	28471
scaffold19_size1085604_pilon	455357	475837	chromosome_4	3468252	3488728	20481	20477
scaffold19_size1085604_pilon	477839	500495	chromosome_4	3490844	3513510	22657	22667
scaffold19_size1085604_pilon	501148	605877	chromosome_4	3513611	3618350	104730	104740
scaffold19_size1085604_pilon	605957	699184	chromosome_4	3618325	3711570	93228	93246
scaffold19_size1085604_pilon	700746	727696	chromosome_4	3712768	3739724	26951	26957
scaffold19_size1085604_pilon	727786	750376	chromosome_4	3739724	3762304	22591	22581
scaffold19_size1085604_pilon	750973	813919	chromosome_4	3762427	3825413	62947	62987
scaffold19_size1085604_pilon	824758	824946	chromosome_4	3365603	3365418	189	186
scaffold19_size1085604_pilon	825900	850121	chromosome_4	3840367	3864616	24222	24250
scaffold19_size1085604_pilon	850283	860987	chromosome_4	3864717	3875441	10705	10725
scaffold19_size1085604_pilon	861657	875218	chromosome_4	3876208	3889774	13562	13567
scaffold19_size1085604_pilon	875327	880784	chromosome_4	3944681	3950142	5458	5462
scaffold19_size1085604_pilon	882952	885366	chromosome_4	3895353	3897770	2415	2418
scaffold19_size1085604_pilon	885695	913234	chromosome_4	3898513	3926014	27540	27502
scaffold19_size1085604_pilon	913270	931830	chromosome_4	3926115	3944682	18561	18568
scaffold19_size1085604_pilon	965068	992293	chromosome_4	3985146	4012375	27226	27230
scaffold19_size1085604_pilon	996974	1010333	chromosome_4	4016051	4029413	13360	13363
scaffold19_size1085604_pilon	1011816	1067981	chromosome_4	4030628	4086794	56166	56167
scaffold19_size1085604_pilon	1074798	1076283	chromosome_4	4089286	4090782	1486	1497
scaffold28_size567115_pilon	75954	76617	chromosome_4	1034643	1033981	664	663
scaffold4_size6206177_pilon	2436613	2483712	chromosome_5	1	47123	47100	47123
scaffold6_size7605625_pilon	837130	837384	chromosome_5	1328353	1328603	255	251
scaffold6_size7605625_pilon	6128491	6136084	chromosome_5	3280861	3288454	7594	7594
scaffold9_size10157462_pilon	510	777	chromosome_5	146187	146453	268	267
scaffold9_size10157462_pilon	1120	1472	chromosome_5	153132	153488	353	357
scaffold3_size8431429_pilon	1214894	1215384	chromosome_5	1312158	1312645	491	488
scaffold13_size2841042_pilon	744536	744995	chromosome_5	1315835	1316313	460	479
scaffold13_size2841042_pilon	844903	845774	chromosome_5	180153	181039	872	887
scaffold10_size3638799_pilon	28548	65816	chromosome_5	1894379	1857133	37269	37247
scaffold10_size3638799_pilon	66834	114268	chromosome_5	1856560	1809124	47435	47437
scaffold10_size3638799_pilon	122389	122509	chromosome_5	1801524	1801643	121	120
scaffold10_size3638799_pilon	123474	123593	chromosome_5	1802608	1802728	120	121
scaffold10_size3638799_pilon	124143	209663	chromosome_5	1800134	1714598	85521	85537
scaffold10_size3638799_pilon	228273	237127	chromosome_5	1665528	1656696	8855	8833
scaffold10_size3638799_pilon	241341	259643	chromosome_5	1652213	1633897	18303	18317
scaffold10_size3638799_pilon	275941	278369	chromosome_5	1706808	1704379	2429	2430
scaffold10_size3638799_pilon	279386	296721	chromosome_5	1633898	1616566	17336	17333
scaffold10_size3638799_pilon	297103	316660	chromosome_5	1704380	1684819	19558	19562
scaffold10_size3638799_pilon	318107	319976	chromosome_5	1614905	1613036	1870	1870
scaffold10_size3638799_pilon	322514	323971	chromosome_5	1610112	1608655	1458	1458
scaffold10_size3638799_pilon	326294	329730	chromosome_5	1606614	1603174	3437	3441
scaffold10_size3638799_pilon	329857	333458	chromosome_5	1602143	1598532	3602	3612
scaffold10_size3638799_pilon	333969	346502	chromosome_5	1598431	1585893	12534	12539
scaffold10_size3638799_pilon	346555	357263	chromosome_5	1585271	1574550	10709	10722
scaffold10_size3638799_pilon	357396	390207	chromosome_5	1574449	1541635	32812	32815
scaffold10_size3638799_pilon	390208	396878	chromosome_5	1535964	1529294	6671	6671
scaffold10_size3638799_pilon	402761	404174	chromosome_5	1527774	1526361	1414	1414
scaffold10_size3638799_pilon	404342	438137	chromosome_5	1526260	1492443	33796	33818
scaffold10_size3638799_pilon	438155	439572	chromosome_5	1491993	1490574	1418	1420
scaffold10_size3638799_pilon	440925	449211	chromosome_5	1489448	1481184	8287	8265
scaffold10_size3638799_pilon	450019	450617	chromosome_5	1480132	1479532	599	601
scaffold10_size3638799_pilon	452154	466506	chromosome_5	1479431	1465072	14353	14360
scaffold10_size3638799_pilon	466578	487455	chromosome_5	1464971	1444099	20878	20873
scaffold10_size3638799_pilon	492585	594043	chromosome_5	1441723	1340262	101459	101462
scaffold10_size3638799_pilon	660265	803925	chromosome_5	1274010	1130340	143661	143671
scaffold10_size3638799_pilon	804552	907831	chromosome_5	1129189	1025792	103280	103398
scaffold10_size3638799_pilon	909105	911635	chromosome_5	1024512	1021982	2531	2531
scaffold10_size3638799_pilon	911860	942231	chromosome_5	1021881	991507	30372	30375
scaffold10_size3638799_pilon	942795	1040276	chromosome_5	991406	893916	97482	97491
scaffold10_size3638799_pilon	1040289	1051813	chromosome_5	893815	882290	11525	11526
scaffold10_size3638799_pilon	1051794	1104896	chromosome_5	882359	829228	53103	53132
scaffold10_size3638799_pilon	1131221	1131673	chromosome_5	801953	801501	453	453
scaffold10_size3638799_pilon	1131770	1175738	chromosome_5	801500	757512	43969	43989
scaffold10_size3638799_pilon	1175922	1204046	chromosome_5	757411	729273	28125	28139
scaffold10_size3638799_pilon	1216112	1297732	chromosome_5	1906546	1988179	81621	81634
scaffold10_size3638799_pilon	1310306	1332678	chromosome_5	1993622	2015999	22373	22378
scaffold10_size3638799_pilon	1343826	1350382	chromosome_5	2045449	2052005	6557	6557
scaffold10_size3638799_pilon	1350845	1379437	chromosome_5	2052482	2081086	28593	28605
scaffold10_size3638799_pilon	1381501	1457218	chromosome_5	2087644	2163399	75718	75756
scaffold10_size3638799_pilon	1463024	1499286	chromosome_5	2166690	2202974	36263	36285
scaffold10_size3638799_pilon	1499151	1516897	chromosome_5	2202877	2220639	17747	17763
scaffold10_size3638799_pilon	1518518	1576329	chromosome_5	2220633	2278461	57812	57829
scaffold10_size3638799_pilon	1576967	1631829	chromosome_5	2294931	2349816	54863	54886
scaffold10_size3638799_pilon	1659821	1675630	chromosome_5	2397759	2413520	15810	15762
scaffold10_size3638799_pilon	1734077	1746150	chromosome_5	2383310	2395397	12074	12088
scaffold10_size3638799_pilon	1773318	1776365	chromosome_5	2413502	2416549	3048	3048
scaffold10_size3638799_pilon	1779093	1784498	chromosome_5	2417810	2423213	5406	5404
scaffold10_size3638799_pilon	1786771	1792839	chromosome_5	2429492	2435592	6069	6101
scaffold10_size3638799_pilon	1807019	1875660	chromosome_5	2435593	2504237	68642	68645
scaffold10_size3638799_pilon	1878540	1879435	chromosome_5	2505848	2506743	896	896
scaffold10_size3638799_pilon	1879470	1975399	chromosome_5	2506844	2602788	95930	95945
scaffold10_size3638799_pilon	1976245	1980561	chromosome_5	2602889	2607204	4317	4316
scaffold10_size3638799_pilon	1981033	2095350	chromosome_5	2607204	2721536	114318	114333
scaffold10_size3638799_pilon	2097821	2236842	chromosome_5	2723657	2862727	139022	139071
scaffold10_size3638799_pilon	2238136	2317443	chromosome_5	2862367	2941691	79308	79325
scaffold10_size3638799_pilon	2320645	2329264	chromosome_5	2941792	2950408	8620	8617
scaffold10_size3638799_pilon	2329318	2364328	chromosome_5	2950778	2985796	35011	35019
scaffold10_size3638799_pilon	2364421	2376009	chromosome_5	2986256	2997861	11589	11606
scaffold10_size3638799_pilon	2379081	2407498	chromosome_5	3002564	3030983	28418	28420
scaffold10_size3638799_pilon	2419940	2480357	chromosome_5	3041294	3101715	60418	60422
scaffold10_size3638799_pilon	2491699	2598249	chromosome_5	3119603	3226161	106551	106559
scaffold10_size3638799_pilon	2598131	2636577	chromosome_5	3226354	3264825	38447	38472
scaffold10_size3638799_pilon	2639485	2642241	chromosome_5	3265048	3267806	2757	2759
scaffold10_size3638799_pilon	2648169	2653019	chromosome_5	3272867	3277716	4851	4850
scaffold10_size3638799_pilon	2688901	2700582	chromosome_5	3306002	3317687	11682	11686
scaffold10_size3638799_pilon	2702758	2706294	chromosome_5	3319720	3323256	3537	3537
scaffold10_size3638799_pilon	2708100	2790421	chromosome_5	3323362	3405714	82322	82353
scaffold10_size3638799_pilon	2790445	2804472	chromosome_5	3405818	3419858	14028	14041
scaffold10_size3638799_pilon	2807061	2811463	chromosome_5	3420285	3424684	4403	4400
scaffold10_size3638799_pilon	2811485	2854227	chromosome_5	3424786	3467525	42743	42740
scaffold10_size3638799_pilon	2858510	2862322	chromosome_5	3483858	3480126	3813	3733
scaffold10_size3638799_pilon	2867602	2871333	chromosome_5	3474844	3471101	3732	3744
scaffold10_size3638799_pilon	2923275	2926925	chromosome_5	718635	714984	3651	3652
scaffold10_size3638799_pilon	2926919	2942081	chromosome_5	714883	699720	15163	15164
